action_id,action_type,action_timestamp,room_id,user_id
328,skip_song,1688474920000,2,13
329,join_room,1707048976000,3,9
330,enqueue_song,1708931934000,1,12
331,leave_room,1685585380000,1,13
332,enqueue_song,1702301946000,2,11
333,join_room,1699461816000,2,8
334,skip_song,1693562761000,3,14
335,skip_song,1687451419000,3,12
336,join_room,1691975734000,2,18
337,skip_song,1708897099000,3,2
338,skip_song,1712149318000,2,19
339,join_room,1699877780000,1,18
340,leave_room,1703274441000,2,18
341,join_room,1696998512000,3,17
342,skip_song,1709329830000,1,19
343,enqueue_song,1694210845000,1,8
344,enqueue_song,1689800969000,1,5
345,leave_room,1701316721000,1,17
346,leave_room,1697250098000,2,15
347,skip_song,1707958204000,2,2
348,enqueue_song,1706575974000,3,3
349,enqueue_song,1711360008000,2,3
350,join_room,1704884194000,1,14
351,join_room,1691380696000,1,16
352,skip_song,1684797456000,3,19
353,join_room,1712865995000,3,8
354,skip_song,1699472163000,1,11
355,leave_room,1705473304000,2,15
356,join_room,1712208301000,1,3
357,enqueue_song,1706401169000,3,8
358,enqueue_song,1698948566000,3,11
359,skip_song,1704330001000,1,17
360,leave_room,1709099697000,2,15
361,join_room,1697582584000,2,11
362,join_room,1690922317000,3,16
363,leave_room,1713156944000,3,19
364,enqueue_song,1704430101000,3,19
365,skip_song,1703275601000,3,11
366,enqueue_song,1688575204000,3,15
367,leave_room,1695285434000,3,13
368,skip_song,1691607862000,3,3
369,leave_room,1715450820000,1,2
370,leave_room,1703591492000,2,19
371,skip_song,1691099752000,2,5
372,leave_room,1695473122000,3,9
373,join_room,1701741908000,2,19
374,leave_room,1707090190000,2,14
375,join_room,1691259796000,2,5
376,join_room,1702020317000,3,16
377,leave_room,1715088602000,3,7
378,skip_song,1713716420000,3,11
379,join_room,1713913509000,2,17
380,skip_song,1704915464000,1,5
381,join_room,1696876641000,2,10
382,leave_room,1711349947000,3,1
383,join_room,1692372715000,2,18
384,enqueue_song,1706047203000,2,15
385,leave_room,1698757975000,1,2
386,join_room,1697640705000,3,10
387,join_room,1697943009000,2,19
388,join_room,1702796425000,3,4
389,join_room,1714113378000,3,7
390,leave_room,1713092848000,3,12
391,leave_room,1703929694000,2,2
392,enqueue_song,1686222090000,1,3
393,leave_room,1698503778000,2,3
394,skip_song,1691071420000,3,5
395,enqueue_song,1692694701000,3,13
396,enqueue_song,1701392987000,1,19
397,leave_room,1690360182000,3,19
398,enqueue_song,1685997961000,2,19
399,leave_room,1688072036000,2,2
400,leave_room,1696626221000,3,7
401,join_room,1697538183000,3,9
402,skip_song,1715228143000,1,8
403,join_room,1687859981000,1,7
404,leave_room,1706947338000,3,3
405,leave_room,1691664448000,2,2
406,leave_room,1692923717000,2,7
407,enqueue_song,1713943548000,1,11
408,join_room,1705582320000,2,9
409,leave_room,1691737624000,3,9
410,skip_song,1699985491000,3,10
411,enqueue_song,1696048027000,2,7
412,skip_song,1695317957000,3,1
413,enqueue_song,1705337221000,2,1
414,join_room,1687575046000,2,5
415,join_room,1702953638000,1,16
416,leave_room,1711031617000,3,4
417,join_room,1704659384000,2,18
418,enqueue_song,1713371467000,1,11
419,leave_room,1711137856000,1,14
420,enqueue_song,1689322469000,1,5
421,enqueue_song,1702976224000,3,16
422,join_room,1685152433000,3,5
423,leave_room,1699263233000,3,1
424,enqueue_song,1688927665000,2,3
425,leave_room,1698163756000,3,8
426,join_room,1690206972000,1,2
427,enqueue_song,1700105646000,1,7
428,leave_room,1691197506000,3,7
429,leave_room,1707084046000,3,13
430,leave_room,1704746423000,3,18
431,leave_room,1695336985000,3,6
432,enqueue_song,1688934608000,2,7
433,join_room,1689560558000,1,10
434,join_room,1712221697000,1,8
435,join_room,1706266764000,3,19
436,leave_room,1703798666000,3,13
437,skip_song,1686634479000,1,17
438,skip_song,1711494158000,3,8
439,leave_room,1687685531000,2,14
440,skip_song,1703317943000,3,8
441,leave_room,1686453211000,3,12
442,enqueue_song,1703590892000,2,19
443,enqueue_song,1703190140000,3,4
444,enqueue_song,1709309384000,1,8
445,enqueue_song,1700590748000,1,15
446,leave_room,1707790897000,3,3
447,enqueue_song,1699264021000,3,14
448,enqueue_song,1698996576000,3,8
449,leave_room,1704903780000,2,17
450,enqueue_song,1693324068000,1,10
451,join_room,1687988234000,3,11
452,leave_room,1703043893000,2,7
453,join_room,1710934323000,1,11
454,enqueue_song,1703570982000,2,18
455,join_room,1694542373000,1,15
456,skip_song,1707459853000,2,5
457,skip_song,1715808475000,1,15
458,join_room,1686866746000,3,6
459,enqueue_song,1686366458000,1,18
460,join_room,1716093346000,3,8
461,skip_song,1707061580000,2,14
462,skip_song,1691428295000,3,5
463,join_room,1713374090000,3,18
464,skip_song,1694950527000,1,13
465,enqueue_song,1695752702000,3,5
466,enqueue_song,1714376711000,1,19
467,leave_room,1695909195000,3,2
468,join_room,1694446960000,1,13
469,join_room,1698681945000,2,18
470,skip_song,1688097287000,2,18
471,skip_song,1713087673000,2,10
472,leave_room,1692776163000,3,3
473,join_room,1711872149000,3,3
474,join_room,1708620752000,2,10
475,skip_song,1684635735000,2,17
476,enqueue_song,1707040329000,3,19
477,leave_room,1699071720000,2,1
478,leave_room,1700194946000,2,5
479,leave_room,1705648943000,3,6
480,leave_room,1698248065000,1,9
481,join_room,1699740331000,3,19
482,enqueue_song,1707012849000,1,9
483,enqueue_song,1703092726000,3,13
484,enqueue_song,1689295522000,1,11
485,join_room,1684938996000,3,9
486,leave_room,1690228597000,1,8
487,enqueue_song,1702424128000,3,10
488,join_room,1696151210000,2,19
489,enqueue_song,1690699718000,3,11
490,leave_room,1707395622000,3,2
491,enqueue_song,1692051249000,1,12
492,leave_room,1715874127000,3,3
493,leave_room,1689218068000,1,19
494,enqueue_song,1715609212000,2,15
495,leave_room,1698082340000,1,11
496,join_room,1708056676000,1,11
497,leave_room,1707651869000,2,12
498,skip_song,1703409079000,1,6
499,leave_room,1709497523000,2,16
500,join_room,1709615686000,1,5
501,skip_song,1701420720000,1,16
502,join_room,1705528382000,1,12
503,enqueue_song,1684705548000,1,3
504,leave_room,1698425390000,1,17
505,leave_room,1701580724000,3,6
506,enqueue_song,1713185146000,3,18
507,skip_song,1698914885000,1,10
508,skip_song,1696936738000,3,19
509,skip_song,1689198694000,1,17
510,enqueue_song,1705110601000,1,3
511,skip_song,1685600650000,1,15
512,skip_song,1704863572000,1,11
513,skip_song,1708515516000,2,16
514,skip_song,1686061844000,3,15
515,skip_song,1701183899000,1,19
516,join_room,1696715526000,2,14
517,enqueue_song,1697864538000,1,5
518,enqueue_song,1702488911000,3,3
519,leave_room,1684547505000,2,6
520,join_room,1707258497000,2,5
521,join_room,1708739936000,3,17
522,skip_song,1685243870000,1,5
523,enqueue_song,1701682254000,3,4
524,leave_room,1694496268000,2,1
525,leave_room,1699065445000,1,11
526,skip_song,1692998578000,2,1
527,leave_room,1694990644000,3,6
528,skip_song,1712236386000,3,14
529,enqueue_song,1693942122000,3,10
530,enqueue_song,1711487704000,1,5
531,enqueue_song,1700088382000,3,18
532,leave_room,1709041002000,3,1
533,join_room,1708585084000,3,12
534,leave_room,1705026508000,2,18
535,enqueue_song,1705740721000,3,1
536,skip_song,1708567004000,2,10
537,leave_room,1698524569000,1,9
538,enqueue_song,1700622893000,3,3
539,enqueue_song,1685689178000,1,3
540,leave_room,1696782921000,1,14
541,enqueue_song,1687603182000,3,8
542,skip_song,1707096803000,2,3
543,leave_room,1703440238000,2,1
544,join_room,1692636923000,1,14
545,join_room,1712637593000,1,17
546,enqueue_song,1685430761000,2,12
547,skip_song,1711185863000,3,10
548,leave_room,1694632742000,2,13
549,enqueue_song,1714459998000,1,19
550,join_room,1691803142000,3,16
551,enqueue_song,1702850810000,2,9
552,join_room,1715920456000,3,16
553,join_room,1715886318000,3,14
554,skip_song,1688586755000,3,13
555,join_room,1699843481000,2,10
556,skip_song,1715456623000,2,10
557,leave_room,1686166588000,2,18
558,skip_song,1714540212000,2,8
559,leave_room,1703307452000,1,3
560,leave_room,1704770632000,3,4
561,join_room,1695373209000,3,2
562,enqueue_song,1694323172000,2,11
563,skip_song,1712965169000,1,7
564,join_room,1713331496000,2,14
565,enqueue_song,1694887346000,2,17
566,skip_song,1699524842000,1,5
567,join_room,1701005751000,2,4
568,leave_room,1694830918000,1,5
569,enqueue_song,1693669893000,2,11
570,leave_room,1698911070000,3,11
571,skip_song,1688659316000,2,5
572,skip_song,1694162787000,3,3
573,leave_room,1688499505000,3,15
574,skip_song,1704105152000,2,15
575,join_room,1694636807000,2,5
576,skip_song,1693817003000,2,7
577,join_room,1685074767000,3,5
578,join_room,1685728458000,3,18
579,join_room,1705537651000,1,14
580,enqueue_song,1687870643000,1,13
581,join_room,1705622872000,1,1
582,enqueue_song,1693973203000,1,15
583,enqueue_song,1690121692000,1,7
584,join_room,1708649503000,1,18
585,leave_room,1705241765000,1,19
586,skip_song,1702469469000,2,10
587,skip_song,1697455569000,1,15
588,skip_song,1701390898000,2,5
589,leave_room,1690505879000,1,17
590,join_room,1690504815000,1,17
591,enqueue_song,1699932869000,3,12
592,enqueue_song,1705578956000,2,13
593,enqueue_song,1704684003000,3,15
594,leave_room,1701909232000,2,1
595,leave_room,1686203605000,2,7
596,join_room,1706687404000,1,10
597,skip_song,1710004122000,2,17
598,leave_room,1701591472000,3,6
599,join_room,1689474937000,2,17
600,enqueue_song,1710373578000,3,3
601,enqueue_song,1712493554000,1,8
602,leave_room,1702163651000,2,19
603,enqueue_song,1698907797000,3,16
604,join_room,1696371076000,1,6
605,skip_song,1709208740000,2,5
606,leave_room,1685523880000,3,17
607,skip_song,1706453307000,1,6
608,skip_song,1709254974000,3,19
609,skip_song,1695850458000,1,4
610,skip_song,1702349024000,3,3
611,skip_song,1706949889000,1,12
612,leave_room,1701666373000,1,4
613,skip_song,1695476083000,3,13
614,join_room,1692261901000,1,14
615,join_room,1695610622000,1,10
616,skip_song,1708717281000,1,19
617,leave_room,1699434470000,1,18
618,enqueue_song,1686587149000,1,6
619,leave_room,1688527295000,3,17
620,leave_room,1715685974000,3,6
621,skip_song,1685965298000,1,16
622,skip_song,1710145165000,3,2
623,enqueue_song,1690345835000,2,18
624,leave_room,1703162145000,3,12
625,join_room,1699804455000,1,13
626,join_room,1689329237000,1,5
627,enqueue_song,1696245819000,1,13
628,skip_song,1684840594000,3,6
629,enqueue_song,1710821702000,2,12
630,skip_song,1706879441000,3,7
631,leave_room,1707593131000,1,7
632,join_room,1712265313000,3,10
633,skip_song,1710678692000,1,12
634,leave_room,1707091709000,3,11
635,enqueue_song,1702649718000,1,14
636,enqueue_song,1698796661000,2,18
637,enqueue_song,1701772589000,2,12
638,leave_room,1701055691000,2,3
639,skip_song,1702742483000,2,6
640,join_room,1688777780000,1,19
641,enqueue_song,1694618553000,1,9
642,enqueue_song,1708865565000,2,6
643,leave_room,1715892287000,1,10
644,join_room,1693288413000,1,17
645,leave_room,1691684718000,3,9
646,leave_room,1704467140000,1,7
647,skip_song,1707956845000,3,11
648,enqueue_song,1684790386000,2,4
649,skip_song,1688210982000,3,3
650,skip_song,1696856313000,1,7
651,enqueue_song,1709733102000,3,18
652,join_room,1690436605000,3,8
653,leave_room,1696117292000,3,5
654,enqueue_song,1697236770000,2,11
655,leave_room,1690808140000,2,18
656,skip_song,1697510688000,1,11
657,join_room,1714104114000,2,3
658,leave_room,1715602058000,3,10
659,enqueue_song,1685014122000,1,12
660,join_room,1705722656000,2,19
661,enqueue_song,1695593644000,1,1
662,skip_song,1711631209000,1,5
663,enqueue_song,1713256153000,1,7
664,leave_room,1687816233000,1,11
665,skip_song,1701812680000,2,12
666,join_room,1685957880000,1,2
667,join_room,1692345342000,1,3
668,join_room,1706511042000,3,5
669,skip_song,1701887371000,1,11
670,enqueue_song,1712544254000,3,9
671,enqueue_song,1704715711000,3,18
672,skip_song,1701239713000,1,11
673,enqueue_song,1697833954000,2,6
674,leave_room,1712942875000,3,11
675,leave_room,1695029768000,2,19
676,leave_room,1715609202000,3,14
677,leave_room,1694561410000,1,16
678,skip_song,1693708062000,1,14
679,leave_room,1701030852000,3,1
680,leave_room,1700122941000,3,4
681,leave_room,1684543590000,3,17
682,join_room,1688148843000,3,15
683,leave_room,1706411641000,1,3
684,leave_room,1712621101000,1,7
685,skip_song,1706590145000,1,8
686,skip_song,1696489370000,3,18
687,leave_room,1695580039000,3,19
688,leave_room,1702667434000,2,18
689,enqueue_song,1689819843000,2,10
690,skip_song,1710217535000,1,11
691,join_room,1687186247000,1,10
692,enqueue_song,1702790877000,2,9
693,enqueue_song,1709089448000,2,5
694,enqueue_song,1709183759000,3,8
695,join_room,1692473515000,3,1
696,skip_song,1696313990000,3,2
697,leave_room,1690927441000,3,2
698,leave_room,1687248759000,2,18
699,leave_room,1695178181000,3,8
700,join_room,1715481261000,2,1
701,enqueue_song,1688710872000,2,6
702,enqueue_song,1696171425000,1,19
703,enqueue_song,1691597571000,1,8
704,join_room,1695018554000,1,13
705,enqueue_song,1686032150000,2,1
706,join_room,1686429540000,2,12
707,skip_song,1706433347000,3,1
708,enqueue_song,1693998337000,2,2
709,skip_song,1690727994000,2,14
710,skip_song,1713980144000,3,18
711,enqueue_song,1700192285000,1,14
712,join_room,1689010691000,3,15
713,leave_room,1699013413000,3,9
714,enqueue_song,1705953271000,3,5
715,skip_song,1708122354000,1,13
716,enqueue_song,1701784384000,2,8
717,enqueue_song,1704943717000,1,18
718,join_room,1708516632000,2,18
719,skip_song,1685024913000,1,12
720,skip_song,1686938145000,1,1
721,skip_song,1697434370000,3,5
722,skip_song,1692135406000,1,3
723,join_room,1698511365000,1,11
724,leave_room,1711303210000,2,3
725,leave_room,1687432250000,3,16
726,skip_song,1692546118000,2,17
727,join_room,1690192107000,3,6
728,skip_song,1713618160000,1,18
729,leave_room,1707397834000,2,13
730,leave_room,1708914847000,2,2
731,skip_song,1707663806000,3,12
732,skip_song,1685824995000,1,4
733,leave_room,1701470494000,2,2
734,leave_room,1705126882000,3,8
735,leave_room,1696457321000,1,4
736,join_room,1700111581000,2,5
737,skip_song,1711509795000,3,9
738,skip_song,1701094604000,1,11
739,join_room,1710262455000,1,15
740,join_room,1686938334000,2,2
741,skip_song,1712808639000,3,10
742,join_room,1693021648000,3,5
743,join_room,1705775997000,1,4
744,skip_song,1692031372000,3,17
745,leave_room,1705147927000,3,5
746,skip_song,1694535044000,1,6
747,leave_room,1707631510000,3,5
748,leave_room,1696775017000,2,6
749,skip_song,1707355464000,2,17
750,skip_song,1687105175000,3,6
751,enqueue_song,1708297231000,1,15
752,leave_room,1700247133000,1,10
753,enqueue_song,1713715199000,1,9
754,join_room,1701152379000,1,3
755,skip_song,1692061460000,3,8
756,join_room,1695066149000,1,18
757,skip_song,1685836087000,2,6
758,join_room,1697495256000,2,16
759,enqueue_song,1690378946000,2,11
760,leave_room,1690411714000,2,16
761,enqueue_song,1702103354000,2,15
762,skip_song,1715415270000,1,15
763,skip_song,1685321594000,3,2
764,leave_room,1709279336000,2,10
765,enqueue_song,1708298739000,3,15
766,skip_song,1693173549000,2,11
767,leave_room,1705707974000,3,4
768,leave_room,1702666833000,3,13
769,skip_song,1697929314000,1,3
770,join_room,1692531763000,3,5
771,enqueue_song,1696599999000,1,1
772,join_room,1715133353000,2,16
773,leave_room,1711471077000,1,12
774,skip_song,1710733325000,2,11
775,skip_song,1711525769000,1,17
776,enqueue_song,1715375939000,2,9
777,leave_room,1712749090000,1,4
778,skip_song,1704047274000,2,4
779,join_room,1714470349000,1,10
780,enqueue_song,1712607124000,1,7
781,skip_song,1716105075000,1,3
782,enqueue_song,1713548968000,3,13
783,join_room,1701744518000,2,3
784,skip_song,1711792565000,1,10
785,join_room,1690635087000,2,14
786,enqueue_song,1715703994000,1,12
787,leave_room,1688336598000,3,6
788,enqueue_song,1697236106000,2,5
789,leave_room,1686379896000,3,18
790,enqueue_song,1714603849000,3,19
791,skip_song,1707412842000,2,7
792,skip_song,1692100447000,3,4
793,leave_room,1708081489000,2,18
794,skip_song,1695779386000,2,13
795,skip_song,1696046155000,2,6
796,enqueue_song,1704622420000,2,5
797,join_room,1690018798000,3,1
798,skip_song,1696096245000,3,18
799,join_room,1701373357000,3,10
800,skip_song,1700720256000,3,19
801,join_room,1709622069000,2,6
802,skip_song,1690495150000,3,7
803,join_room,1709462045000,3,11
804,leave_room,1702847059000,3,12
805,join_room,1695640475000,2,17
806,skip_song,1700160206000,1,10
807,leave_room,1706286666000,3,2
808,skip_song,1697303067000,3,13
809,leave_room,1689701689000,1,1
